County,District,Existing in CIBAR,Police Department (Current CIBAR),Police Department (Expected),Department Match,Police Precinct,Police Station / Substation,Station Resolution Quality,Prosecutors Office (Current CIBAR),Prosecutors Office (Expected),District Court (Current CIBAR),District Court (Expected),Justice Match,Area Code (Current CIBAR),Area Code (Expected),Area Code Match,Confidence,Source / Notes
臺北市,中正區,no,臺北市政府警察局,臺北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺北地方檢察署,臺灣臺北地方檢察署,臺灣臺北地方法院,臺灣臺北地方法院,yes,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺北市,文山區,no,臺北市政府警察局,臺北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺北地方檢察署,臺灣臺北地方檢察署,臺灣臺北地方法院,臺灣臺北地方法院,yes,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,萬里區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣新北地方檢察署,臺灣新北地方法院,臺灣新北地方法院,yes,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,金山區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣新北地方檢察署,臺灣新北地方法院,臺灣新北地方法院,yes,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,板橋區,yes,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣新北地方檢察署,臺灣新北地方法院,臺灣新北地方法院,yes,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,汐止區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣新北地方檢察署,臺灣新北地方法院,臺灣新北地方法院,yes,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,深坑區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣臺北地方檢察署,臺灣新北地方法院,臺灣臺北地方法院,no,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,石碇區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣臺北地方檢察署,臺灣新北地方法院,臺灣臺北地方法院,no,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,瑞芳區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣基隆地方檢察署,臺灣新北地方法院,臺灣基隆地方法院,no,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,平溪區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣基隆地方檢察署,臺灣新北地方法院,臺灣基隆地方法院,no,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,雙溪區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣基隆地方檢察署,臺灣新北地方法院,臺灣基隆地方法院,no,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,貢寮區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣基隆地方檢察署,臺灣新北地方法院,臺灣基隆地方法院,no,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,新店區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣臺北地方檢察署,臺灣新北地方法院,臺灣臺北地方法院,no,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,坪林區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣臺北地方檢察署,臺灣新北地方法院,臺灣臺北地方法院,no,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,烏來區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣臺北地方檢察署,臺灣新北地方法院,臺灣臺北地方法院,no,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,永和區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣新北地方檢察署,臺灣新北地方法院,臺灣新北地方法院,yes,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,中和區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣新北地方檢察署,臺灣新北地方法院,臺灣新北地方法院,yes,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,土城區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣新北地方檢察署,臺灣新北地方法院,臺灣新北地方法院,yes,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,三峽區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣新北地方檢察署,臺灣新北地方法院,臺灣新北地方法院,yes,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,樹林區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣新北地方檢察署,臺灣新北地方法院,臺灣新北地方法院,yes,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,鶯歌區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣新北地方檢察署,臺灣新北地方法院,臺灣新北地方法院,yes,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,三重區,yes,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣新北地方檢察署,臺灣新北地方法院,臺灣新北地方法院,yes,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,新莊區,yes,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣新北地方檢察署,臺灣新北地方法院,臺灣新北地方法院,yes,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,泰山區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣新北地方檢察署,臺灣新北地方法院,臺灣新北地方法院,yes,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,林口區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣新北地方檢察署,臺灣新北地方法院,臺灣新北地方法院,yes,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,蘆洲區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣新北地方檢察署,臺灣新北地方法院,臺灣新北地方法院,yes,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,五股區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣新北地方檢察署,臺灣新北地方法院,臺灣新北地方法院,yes,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,八里區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣士林地方檢察署,臺灣新北地方法院,臺灣士林地方法院,no,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,淡水區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣士林地方檢察署,臺灣新北地方法院,臺灣士林地方法院,no,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,三芝區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣士林地方檢察署,臺灣新北地方法院,臺灣士林地方法院,no,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
新北市,石門區,no,新北市政府警察局,新北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣新北地方檢察署,臺灣士林地方檢察署,臺灣新北地方法院,臺灣士林地方法院,no,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
桃園市,桃園區,yes,桃園市政府警察局,桃園市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣桃園地方檢察署,臺灣桃園地方檢察署,臺灣桃園地方法院,臺灣桃園地方法院,yes,03,03,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
桃園市,中壢區,yes,桃園市政府警察局,桃園市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣桃園地方檢察署,臺灣桃園地方檢察署,臺灣桃園地方法院,臺灣桃園地方法院,yes,03,03,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
桃園市,平鎮區,no,桃園市政府警察局,桃園市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣桃園地方檢察署,臺灣桃園地方檢察署,臺灣桃園地方法院,臺灣桃園地方法院,yes,03,03,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
桃園市,八德區,no,桃園市政府警察局,桃園市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣桃園地方檢察署,臺灣桃園地方檢察署,臺灣桃園地方法院,臺灣桃園地方法院,yes,03,03,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
桃園市,楊梅區,no,桃園市政府警察局,桃園市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣桃園地方檢察署,臺灣桃園地方檢察署,臺灣桃園地方法院,臺灣桃園地方法院,yes,03,03,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
桃園市,蘆竹區,no,桃園市政府警察局,桃園市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣桃園地方檢察署,臺灣桃園地方檢察署,臺灣桃園地方法院,臺灣桃園地方法院,yes,03,03,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
桃園市,大溪區,no,桃園市政府警察局,桃園市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣桃園地方檢察署,臺灣桃園地方檢察署,臺灣桃園地方法院,臺灣桃園地方法院,yes,03,03,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
桃園市,龜山區,no,桃園市政府警察局,桃園市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣桃園地方檢察署,臺灣桃園地方檢察署,臺灣桃園地方法院,臺灣桃園地方法院,yes,03,03,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
桃園市,大園區,no,桃園市政府警察局,桃園市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣桃園地方檢察署,臺灣桃園地方檢察署,臺灣桃園地方法院,臺灣桃園地方法院,yes,03,03,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
桃園市,觀音區,no,桃園市政府警察局,桃園市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣桃園地方檢察署,臺灣桃園地方檢察署,臺灣桃園地方法院,臺灣桃園地方法院,yes,03,03,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
桃園市,新屋區,no,桃園市政府警察局,桃園市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣桃園地方檢察署,臺灣桃園地方檢察署,臺灣桃園地方法院,臺灣桃園地方法院,yes,03,03,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
桃園市,復興區,no,桃園市政府警察局,桃園市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣桃園地方檢察署,臺灣桃園地方檢察署,臺灣桃園地方法院,臺灣桃園地方法院,yes,03,03,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
桃園市,龍潭區,no,桃園市政府警察局,桃園市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣桃園地方檢察署,臺灣桃園地方檢察署,臺灣桃園地方法院,臺灣桃園地方法院,yes,03,03,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,中區,yes,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,東區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,南區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,西區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,北區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,西屯區,yes,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,南屯區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,北屯區,yes,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,豐原區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,東勢區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,大甲區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,清水區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,沙鹿區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,梧棲區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,后里區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,神岡區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,潭子區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,大雅區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,新社區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,石岡區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,外埔區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
